prefix,MA,Name,von,bis,dauer_min_str,auftrag_nummer,position_text,auaw1,auaw2,aw_ant_min_str,st_ant_pct_str,lstgrad,Anwes.,Produkt.,Pause,dauer_min,auaw_min,aw_ant_min,st_ant_pct
,,10:14               ,16:47               ,F,5:48                ,312101,"2,04 I  Hydraulikaggregat ers",10:06               ,1:45                ,5:48                ,"30,2%               ",8:12                ,8:12                ,AP,,348,606.0,348.0,30.2
,,08:01               ,08:49               ,F,0:49                ,38486,"1,04 W  FEHLERSUCHE DIAGNOSE",0:48                ,0:48                ,0:49                ,"98,0%               ",0:49                ,0:49                ,,,49,48.0,49.0,98.0
,,08:50               ,09:47               ,F,0:57                ,39004,"1,03 W  Diagnoseblatt erforderlich",0:54                ,0:54                ,0:51                ,"105,9%              ",,,,,57,54.0,51.0,105.9
,,09:48               ,10:21               ,F,0:33                ,220177,"1,04 G  CENTER POSITION LAMP ASSY",0:36                ,0:14                ,0:28                ,"50,0%               ",,,,,33,36.0,28.0,50.0
,,10:22               ,10:42               ,F,0:21                ,219733,"1,04 G  RCM Update",0:12                ,0:07                ,0:21                ,"33,3%               ",2:42                ,2:40                ,,,21,12.0,21.0,33.3
,,10:42               ,10:51               ,F,0:09                ,38349,"1,05 G  Driver Airbag check & Replacement",0:12                ,0:12                ,0:45                ,"26,7%               ",2:51                ,2:49                ,,,9,12.0,45.0,26.7
,,10:51               ,11:06               ,F,0:15                ,219733,"1,04 G  RCM Update",0:12                ,0:05                ,0:15                ,"33,3%               ",3:06                ,3:04                ,,,15,12.0,15.0,33.3
,,11:07               ,11:12               ,F,0:05                ,38656,"1,05 G  Driver Airbag check & Replacement",0:12                ,0:12                ,0:25                ,"48,0%               ",3:11                ,3:09                ,,,5,12.0,25.0,48.0
,,11:12               ,11:23               ,F,0:11                ,219733,"3,05 G  ROM ID",0:24                ,0:24                ,0:11                ,"218,2%              ",3:23                ,3:20                ,,,11,24.0,11.0,218.2
,,11:23               ,11:32               ,F,0:08                ,219733,"4,01 [Position fehlt!]",??                  ,,,,3:31                ,3:28                ,,,8,0.0,0.0,0.0
,,11:32               ,12:57               ,F,0:40                ,219733,"2,05 G  block nachrüsten",0:30                ,0:30                ,0:40                ,"75,0%               ",4:12                ,4:09                ,AP,,40,30.0,40.0,75.0
,,12:57               ,13:34               ,F,0:36                ,38689,"1,05 G  EINGRIFF VORSORGEMASSNAHME MIT FERNLADEN",0:30                ,0:30                ,3:00                ,"16,7%               ",4:48                ,4:45                ,AP,,36,30.0,180.0,16.7
,,13:48               ,14:04               ,F,0:15                ,38829,"2,06 G  EINGRIFF VORSORGEMASSNAHME MIT FERNLADEN",0:24                ,0:11                ,2:00                ,"9,2%                ",5:18                ,5:00                ,AP,,15,24.0,120.0,9.2
,,14:04               ,14:37               ,F,0:34                ,38829,"2,06 G  EINGRIFF VORSORGEMASSNAHME MIT FERNLADEN",0:24                ,0:13                ,2:16                ,"9,6%                ",5:52                ,5:34                ,AP,,34,24.0,136.0,9.6
,,14:38               ,14:42               ,F,0:04                ,38828,"1,01 W  OEL GEWECHSELT + OELFILT : MOTOR",0:24                ,0:04                ,0:04                ,"100,0%              ",5:56                ,5:38                ,AP,,4,24.0,4.0,100.0
,,14:42               ,14:54               ,F,0:12                ,38250,"1,05 G  Fahrer-Airbag Überprüfung & Austausch",0:12                ,0:12                ,1:00                ,"20,0%               ",6:08                ,5:50                ,AP,,12,12.0,60.0,20.0
,,14:54               ,15:13               ,F,0:18                ,38828,"1,01 W  OEL GEWECHSELT + OELFILT : MOTOR",0:24                ,0:20                ,0:18                ,"111,1%              ",6:27                ,6:08                ,AP,,18,24.0,18.0,111.1
,,15:45               ,16:19               ,F,0:34                ,38786,"1,02 W  Diagnose",1:30                ,0:36                ,0:23                ,"156,5%              ",,,,,34,90.0,23.0,156.5
,,08:00               ,08:39               ,F,0:39                ,38988,"1,07 G  FEHLERSUCHE DIAGNOSE - 10",1:00                ,0:36                ,2:20                ,"25,7%               ",,,,,39,60.0,140.0,25.7
,,13:14               ,13:30               ,F,0:16                ,220132,"1,02 W  Diagnoseblatt erforderlich",0:18                ,0:18                ,0:16                ,"112,5%              ",4:49                ,4:45                ,AP,,16,18.0,16.0,112.5
,,14:48               ,15:16               ,F,0:28                ,219054,"2,04 G  Austausch der Abdeckung für SCC-Einheit",0:36                ,0:17                ,0:28                ,"60,7%               ",6:34                ,5:13                ,AP,,28,36.0,28.0,60.7
,,16:08               ,16:54               ,F,0:46                ,31,"7,01 I  Reitmeier Tobias",--                  ,,,,8:13                ,5:59                ,AP,,46,0.0,0.0,0.0
,,08:25               ,10:32               ,F,2:07                ,219272,"1,01 W  Inspektion nach 7 Jahren",1:06                ,1:06                ,0:54                ,"122,2%              ",,,,,127,66.0,54.0,122.2
,,10:32               ,10:51               ,F,0:19                ,38856,"1,04 W  Stoßstange hinten rückverformen",1:00                ,1:00                ,0:19                ,"315,8%              ",2:31                ,2:26                ,,,19,60.0,19.0,315.8
,,10:51               ,11:50               ,F,0:59                ,219949,"1,03 W  Inspektion nach 30.000 km ohne SWS auff.",1:54                ,1:54                ,0:56                ,"203,6%              ",,,,,59,114.0,56.0,203.6
,,13:20               ,13:44               ,F,0:24                ,38882,"1,03 W  UVV durchführen",0:30                ,0:30                ,0:24                ,"125,0%              ",4:39                ,4:34                ,AP,,24,30.0,24.0,125.0
,,13:44               ,14:15               ,F,0:31                ,38894,"1,04 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:30                ,0:23                ,"130,4%              ",,,,,31,30.0,23.0,130.4
,,14:31               ,14:58               ,F,0:27                ,220112,"1,02 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:30                ,0:22                ,"136,4%              ",,,,,27,30.0,22.0,136.4
,,14:58               ,16:08               ,F,1:10                ,38919,"1,02 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:30                ,0:58                ,"51,7%               ",,,,,70,30.0,58.0,51.7
,,16:08               ,16:54               ,F,0:46                ,31,"3,01 I  Ebner Patrick",--                  ,,,,7:49                ,7:28                ,AP,,46,0.0,0.0,0.0
,,07:56               ,08:10               ,F,0:14                ,313436,"1,03 W  Bremsen prüfen",0:18                ,0:00                ,0:01                ,--                  ,,,,,14,18.0,1.0,0.0
,,08:13               ,08:55               ,F,0:43                ,313313,"1,03 W  Jahren",0:48                ,0:48                ,0:34                ,"141,2%              ",,,,,43,48.0,34.0,141.2
,,09:03               ,10:19               ,F,1:16                ,313422,"1,02 W  Diagnosezeit",0:24                ,0:16                ,0:38                ,"42,1%               ",,,,,76,24.0,38.0,42.1
,,10:19               ,13:14               ,F,2:10                ,313436,"1,03 W  Bremsen prüfen",0:18                ,0:04                ,0:14                ,"28,6%               ",,,,,130,18.0,14.0,28.6
,,13:14               ,13:59               ,F,0:46                ,313356,"1,02 W  2 Reifen ersetzen - incl. wuchten",0:54                ,0:37                ,0:46                ,"80,4%               ",5:19                ,5:07                ,AP,,46,54.0,46.0,80.4
,,14:01               ,14:21               ,F,0:20                ,313455,"1,04 W  Batterie ersetzen",0:18                ,0:18                ,0:20                ,"90,0%               ",5:40                ,5:27                ,AP,,20,18.0,20.0,90.0
,,14:21               ,15:02               ,F,0:41                ,313406,"1,04 I  Bremsbeläge korrekt montieren",0:42                ,0:42                ,0:41                ,"102,4%              ",6:22                ,6:09                ,AP,,41,42.0,41.0,102.4
,,15:15               ,16:47               ,F,1:33                ,313040,"1,01 I  Ablieferungsdurchsicht - Technik",0:24                ,0:24                ,0:42                ,"57,1%               ",,,,,93,24.0,42.0,57.1
,,07:52               ,08:13               ,F,0:21                ,37856,"1,12 W  Dachverkleidung aus/einbauen",2:06                ,0:12                ,0:21                ,"57,1%               ",0:21                ,0:21                ,,,21,126.0,21.0,57.1
,,08:13               ,10:18               ,F,2:05                ,39005,"1,02 W  Zahnriemen ersetzen",0:54                ,0:54                ,0:55                ,"98,2%               ",,,,,125,54.0,55.0,98.2
,,08:09               ,08:44               ,F,0:35                ,313378,"1,01 W  Reifen vo. re. ersetzen- incl. wuchten",0:30                ,0:30                ,0:35                ,"85,7%               ",0:40                ,0:35                ,,,35,30.0,35.0,85.7
,,08:44               ,08:52               ,F,0:09                ,31,"1,02 I  Diagnosefahrt",--                  ,,,,0:48                ,0:43                ,,,9,0.0,0.0,0.0
,,08:53               ,09:57               ,F,1:05                ,313269,"1,02 W  2. SYSTEMATISCHE WARTUNGSARBEITEN",1:00                ,1:00                ,0:41                ,"146,3%              ",,,,,65,60.0,41.0,146.3
,,09:58               ,10:24               ,F,0:26                ,31,"1,02 I  Diagnosefahrt",--                  ,,,,2:20                ,2:15                ,,,26,0.0,0.0,0.0
,,10:24               ,10:38               ,F,0:14                ,313169,"1,03 W  Windschutzscheibe ersetzen",1:24                ,0:18                ,0:14                ,"128,6%              ",2:34                ,2:28                ,,,14,84.0,14.0,128.6
,,10:38               ,10:45               ,F,0:07                ,31,"9,02 I  Berger Sascha",--                  ,,,,2:41                ,2:36                ,,,7,0.0,0.0,0.0
,,10:45               ,11:59               ,F,1:14                ,313451,"1,02 W  SYSTEMATISCHE WARTUNGSARBEITEN",1:00                ,1:00                ,0:46                ,"130,4%              ",,,,,74,60.0,46.0,130.4
,,12:48               ,13:02               ,F,0:14                ,31,"1,02 I  Diagnosefahrt",--                  ,,,,4:13                ,4:03                ,A,,14,0.0,0.0,0.0
,,13:24               ,15:02               ,F,1:38                ,313401,"1,05 G  Partikelfilter reinigen",0:54                ,0:06                ,1:15                ,"8,0%                ",,,,,98,54.0,75.0,8.0
,,15:02               ,15:27               ,F,0:25                ,31,"1,02 I  Diagnosefahrt",--                  ,,,,6:38                ,6:21                ,A,,25,0.0,0.0,0.0
,,15:28               ,16:02               ,F,0:35                ,31,"1,02 I  Diagnosefahrt",--                  ,,,,7:13                ,6:56                ,A,,35,0.0,0.0,0.0
,,16:02               ,16:41               ,F,0:39                ,313401,"1,05 G  Partikelfilter reinigen",0:54                ,0:02                ,0:25                ,"8,0%                ",,,,,39,54.0,25.0,8.0
,,16:41               ,16:55               ,F,0:14                ,31,"1,02 I  Diagnosefahrt",--                  ,,,,8:06                ,7:49                ,A,,14,0.0,0.0,0.0
,,08:10               ,15:16               ,F,6:21                ,36895,"2,06 G  FEHLERSUCHE DIAGNOSE - 10",1:00                ,0:59                ,7:20                ,"13,4%               ",,,,,381,60.0,440.0,13.4
,,15:16               ,16:56               ,F,1:40                ,38896,"1,01 W  Montage 4 Räder",0:54                ,0:54                ,1:00                ,"90,0%               ",,,,,100,54.0,60.0,90.0
,,07:39               ,08:18               ,F,0:40                ,38914,"1,01 I  107 Punkte Check Verbrenner/ PHEV",0:30                ,0:30                ,0:40                ,"75,0%               ",,,,,40,30.0,40.0,75.0
,,08:47               ,09:27               ,F,0:39                ,38347,"1,01 W  Motorölwechsel",0:30                ,0:30                ,0:39                ,"76,9%               ",1:48                ,1:19                ,,,39,30.0,39.0,76.9
,,09:59               ,10:31               ,F,0:32                ,219574,"1,01 W  Inspektion nach 5 Jahren",0:54                ,0:54                ,0:29                ,"186,2%              ",,,,,32,54.0,29.0,186.2
,,10:31               ,10:53               ,F,0:22                ,220179,"1,06 W  hinterlegt",0:06                ,0:06                ,0:22                ,"27,3%               ",3:15                ,2:13                ,,,22,6.0,22.0,27.3
,,10:53               ,12:58               ,F,1:20                ,38567,"1,02 W  SYSTEMATISCHE WARTUNGSARBEITEN",1:00                ,1:00                ,0:38                ,"157,9%              ",,,,,80,60.0,38.0,157.9
,,12:59               ,14:15               ,F,1:16                ,38742,"1,02 W  SYSTEMATISCHE WARTUNGSARBEITEN",1:00                ,1:00                ,0:38                ,"157,9%              ",,,,,76,60.0,38.0,157.9
,,14:16               ,15:45               ,F,1:29                ,37518,"1,01 W  Berechnung",0:06                ,0:06                ,0:05                ,"120,0%              ",,,,,89,6.0,5.0,120.0
,,15:45               ,16:08               ,F,0:23                ,38916,"1,01 I  107 Punkte Check Verbrenner/ PHEV",0:30                ,0:16                ,0:23                ,"69,6%               ",,,,,23,30.0,23.0,69.6
,,16:09               ,16:30               ,F,0:21                ,220188,"1,01 I  100 Punkte Check Hyundai",0:30                ,0:30                ,0:21                ,"142,9%              ",,,,,21,30.0,21.0,142.9
,,08:51               ,10:28               ,F,1:36                ,31,"1,03 I  Schulung",--                  ,,,,1:41                ,1:36                ,,,96,0.0,0.0,0.0
,,10:28               ,11:31               ,F,1:03                ,219880,"1,03 W  Inspektion nach 5 Jahren",1:00                ,1:00                ,0:45                ,"133,3%              ",,,,,63,60.0,45.0,133.3
,,11:31               ,14:50               ,F,2:34                ,38678,"1,01 W  SYSTEMATISCHE WARTUNGSARBEITEN",1:00                ,1:00                ,1:16                ,"78,9%               ",,,,,154,60.0,76.0,78.9
,,14:50               ,15:53               ,F,1:03                ,220173,"1,04 G  12-V-BATTERIEPRÜFUNG",0:18                ,0:18                ,0:14                ,"128,6%              ",,,,,63,18.0,14.0,128.6
,,16:08               ,16:54               ,F,0:46                ,31,"1,03 I  Schulung",--                  ,,,,7:22                ,7:02                ,AP,,46,0.0,0.0,0.0
,,09:20               ,10:24               ,F,1:04                ,36839,"1,02 W  Inspektion, Zeitpunkt nach 9 Jahren",1:00                ,1:00                ,0:53                ,"113,2%              ",,,,,64,60.0,53.0,113.2
,,10:25               ,11:13               ,F,0:48                ,37470,"1,04 W  Inspektion, Zeitpunkt nach 7 Jahren",0:54                ,0:54                ,0:48                ,"112,5%              ",3:18                ,3:14                ,,,48,54.0,48.0,112.5
,,11:13               ,13:13               ,F,1:15                ,39025,"1,02 W  SYSTEMATISCHE WARTUNGSARBEITEN",1:00                ,1:00                ,1:03                ,"95,2%               ",,,,,75,60.0,63.0,95.2
,,07:42               ,08:01               ,F,0:19                ,300014,"5,01 I  E-TAC-ANFRAGEN",--                  ,,,,0:19                ,0:19                ,,,19,0.0,0.0,0.0
,,08:02               ,13:00               ,F,4:14                ,312101,"2,04 I  Hydraulikaggregat ers",10:06               ,1:16                ,4:14                ,"29,9%               ",4:33                ,4:32                ,AP,,254,606.0,254.0,29.9
,,13:00               ,13:52               ,F,0:52                ,300014,"5,01 I  E-TAC-ANFRAGEN",--                  ,,,,5:25                ,5:24                ,AP,,52,0.0,0.0,0.0
,,15:11               ,16:47               ,F,1:36                ,300014,"5,01 I  E-TAC-ANFRAGEN",--                  ,,,,8:20                ,8:18                ,AP,,96,0.0,0.0,0.0
,,07:57               ,09:06               ,F,1:09                ,39004,"1,05 W  Versorgungsleitung Einspritzventil",1:24                ,1:24                ,0:54                ,"155,6%              ",,,,,69,84.0,54.0,155.6
,,09:06               ,09:29               ,F,0:23                ,38484,"1,03 W  Fehlerbeschreibung im DA hinterlegt.",0:24                ,0:24                ,0:23                ,"104,3%              ",1:32                ,1:32                ,,,23,24.0,23.0,104.3
,,09:29               ,10:10               ,F,0:40                ,39004,"1,08 W  Emissionsreduktion",0:24                ,0:17                ,0:40                ,"42,5%               ",2:13                ,2:12                ,,,40,24.0,40.0,42.5
,,10:10               ,10:53               ,F,0:43                ,38492,"1,03 I  FEHLERSUCHE DIAGNOSE - 15",1:00                ,0:39                ,0:43                ,"90,7%               ",2:56                ,2:55                ,,,43,60.0,43.0,90.7
,,12:55               ,14:05               ,F,1:10                ,39022,"1,03 W  Diagnoseblatt erforderlich",1:12                ,1:12                ,1:10                ,"102,9%              ",5:23                ,4:05                ,A,,70,72.0,70.0,102.9
,,14:05               ,14:36               ,F,0:32                ,39065,"1,03 W  Diagnoseblatt erforderlich",0:24                ,0:09                ,0:32                ,"28,1%               ",5:55                ,4:37                ,A,,32,24.0,32.0,28.1
,,14:37               ,15:04               ,F,0:28                ,39066,"1,06 G  EINGRIFF VORSORGEMASSNAHME MIT FERNLADEN",0:24                ,0:24                ,2:20                ,"17,1%               ",6:23                ,5:04                ,A,,28,24.0,140.0,17.1
,,15:05               ,15:56               ,F,0:51                ,39065,"1,03 W  Diagnoseblatt erforderlich",0:24                ,0:15                ,0:51                ,"29,4%               ",7:14                ,5:55                ,A,,51,24.0,51.0,29.4
,,15:56               ,16:14               ,F,0:19                ,39089,"1,03 W  Scheibenwaschanlge inst.+Wischerblätter",0:12                ,0:12                ,0:19                ,"63,2%               ",7:33                ,6:14                ,A,,19,12.0,19.0,63.2
,,08:34               ,08:56               ,F,0:23                ,38467,"1,05 G  EINGRIFF VORSORGEMASSNAHME MIT FERNLADEN",0:24                ,0:24                ,1:55                ,"20,9%               ",0:28                ,0:23                ,,,23,24.0,115.0,20.9
,,09:40               ,10:01               ,F,0:20                ,38515,"3,02 W  Diagnoseblatt erforderlich",0:24                ,0:24                ,0:20                ,"120,0%              ",1:32                ,0:43                ,,,20,24.0,20.0,120.0
,,10:41               ,15:35               ,F,4:08                ,219712,"1,04 G  DIAGNOSEWERKZEUGBETRIEB",0:18                ,0:15                ,0:18                ,"83,3%               ",,,,,248,18.0,18.0,83.3
,,15:35               ,16:51               ,F,1:16                ,220190,"1,02 W  DIAGNOSEWERKZEUG-BETRIEB",0:18                ,0:11                ,1:16                ,"14,5%               ",7:37                ,6:07                ,AP,,76,18.0,76.0,14.5
,,07:56               ,09:26               ,F,1:31                ,38154,"2,05 G  Austausch der Buchse des unteren Quer-",0:54                ,0:54                ,7:39                ,"11,8%               ",,,,,91,54.0,459.0,11.8
,,09:27               ,10:49               ,F,1:22                ,36902,"1,05 G  EINGRIFF PRAEVENTIVMASSNAHME 1 AM",0:54                ,0:54                ,8:33                ,"10,5%               ",,,,,82,54.0,513.0,10.5
,,10:49               ,13:49               ,F,2:16                ,38883,"1,03 W  Vormontage 4 Räder",1:12                ,1:12                ,1:19                ,"91,1%               ",,,,,136,72.0,79.0,91.1
,,13:50               ,15:17               ,F,1:27                ,220186,"1,01 I  Inspektion nach 48 Monate / 60.000 km",1:54                ,1:54                ,0:54                ,"211,1%              ",,,,,87,114.0,54.0,211.1
,,15:17               ,16:16               ,F,1:00                ,37898,"1,05 G  ENTLEERT U BEFUELLT BREMSKREISLAUF",0:24                ,0:24                ,1:20                ,"30,0%               ",,,,,60,24.0,80.0,30.0
,,16:16               ,16:51               ,F,0:35                ,39043,"1,01 I  107 Punkte Check Verbrenner/ PHEV",0:30                ,0:30                ,0:29                ,"103,4%              ",,,,,35,30.0,29.0,103.4
,,08:25               ,08:28               ,F,0:03                ,313334,"2,02 W  2. SYSTEMATISCHE WARTUNGSARBEITEN",1:00                ,0:04                ,0:02                ,"200,0%              ",,,,,3,60.0,2.0,200.0
,,08:28               ,08:43               ,F,0:16                ,313399,"1,01 W  2 Räder vorne auswuchten 27.11.25",0:30                ,0:30                ,0:16                ,"187,5%              ",0:23                ,0:18                ,,,16,30.0,16.0,187.5
,,08:44               ,08:49               ,F,0:05                ,313334,"2,02 W  2. SYSTEMATISCHE WARTUNGSARBEITEN",1:00                ,0:09                ,0:04                ,"225,0%              ",,,,,5,60.0,4.0,225.0
,,08:49               ,09:23               ,F,0:34                ,313334,"2,02 W  2. SYSTEMATISCHE WARTUNGSARBEITEN",1:00                ,0:47                ,0:21                ,"223,8%              ",,,,,34,60.0,21.0,223.8
,,09:33               ,10:03               ,F,0:30                ,313384,"1,02 W  Motoröl und Ölfilter wechseln",0:30                ,0:30                ,0:30                ,"100,0%              ",1:43                ,1:32                ,,,30,30.0,30.0,100.0
,,10:06               ,10:35               ,F,0:29                ,313461,"1,06 G  EINGRIFF VORSORGEMASSNAHME MIT FERNLADEN",0:24                ,0:19                ,0:58                ,"32,8%               ",2:15                ,2:01                ,,,29,24.0,58.0,32.8
,,10:49               ,12:49               ,F,1:15                ,313341,"1,03 W  Jahren",1:12                ,1:12                ,0:50                ,"144,0%              ",,,,,75,72.0,50.0,144.0
,,12:54               ,15:27               ,F,2:34                ,313387,"1,02 W  4 Reifen ersetzen - incl. wuchten",1:24                ,1:24                ,1:07                ,"125,4%              ",,,,,154,84.0,67.0,125.4
,,15:28               ,16:35               ,F,1:08                ,313405,"1,03 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",1:24                ,1:24                ,1:03                ,"133,3%              ",,,,,68,84.0,63.0,133.3
,,09:36               ,10:34               ,F,0:58                ,38360,"1,06 W  ersetzen Links",0:48                ,0:48                ,0:58                ,"82,8%               ",2:40                ,2:40                ,,,58,48.0,58.0,82.8
,,10:34               ,14:36               ,F,3:16                ,38704,"1,04 W  ECOService nach 17 Jahren ohne SWS auff.",0:54                ,0:54                ,1:08                ,"79,4%               ",,,,,196,54.0,68.0,79.4
,,15:09               ,16:44               ,F,1:35                ,37856,"1,12 W  Dachverkleidung aus/einbauen",2:06                ,0:55                ,1:35                ,"57,9%               ",8:05                ,7:51                ,AP,,95,126.0,95.0,57.9
,,08:18               ,11:49               ,F,3:31                ,313401,"1,05 G  Partikelfilter reinigen",0:54                ,0:13                ,2:35                ,"8,4%                ",,,,,211,54.0,155.0,8.4
,,11:49               ,12:53               ,F,0:19                ,31,"1,02 I  Diagnosefahrt",--                  ,,,,3:55                ,3:50                ,AP,,19,0.0,0.0,0.0
,,12:53               ,13:45               ,F,0:52                ,313381,"1,02 W  Vorführung zur Abgas-Untersuchung (AU)",0:24                ,0:24                ,0:15                ,"160,0%              ",,,,,52,24.0,15.0,160.0
,,13:45               ,16:11               ,F,2:26                ,31,"1,03 I  Schulung",--                  ,,,,7:13                ,7:08                ,AP,,146,0.0,0.0,0.0
,,08:01               ,09:21               ,F,1:20                ,38612,"1,02 W  WARTUNGSARBEIT",0:36                ,0:36                ,1:20                ,"45,0%               ",1:37                ,1:20                ,,,80,36.0,80.0,45.0
,,09:21               ,10:29               ,F,1:07                ,38613,"1,05 G  EINGRIFF VORSORGEMASSNAHME MIT FERNLADEN",0:24                ,0:24                ,5:35                ,"7,2%                ",2:45                ,2:27                ,,,67,24.0,335.0,7.2
,,10:29               ,11:21               ,F,0:52                ,219852,"1,03 W  Inspektion nach 2 Jahren ohne SWS auff.",1:30                ,1:30                ,0:49                ,"183,7%              ",,,,,52,90.0,49.0,183.7
,,11:21               ,12:53               ,F,0:47                ,219853,"1,04 G  AC3 PE LKA-UPDATE-Verbesserte",0:18                ,0:18                ,0:47                ,"38,3%               ",4:24                ,4:06                ,AP,,47,18.0,47.0,38.3
,,12:53               ,16:56               ,F,4:02                ,38736,"1,02 W  SYSTEMATISCHE WARTUNGSARBEITEN",1:00                ,1:00                ,2:18                ,"43,5%               ",,,,,242,60.0,138.0,43.5
,,07:58               ,09:31               ,F,1:33                ,38515,"1,01 W  Inspektion, Zeitpunkt nach 4 Jahren",1:12                ,1:12                ,1:02                ,"116,1%              ",,,,,93,72.0,62.0,116.1
,,09:32               ,10:16               ,F,0:44                ,37789,"1,01 W  Inspektion, Zeitpunkt nach 9 Jahren",0:54                ,0:54                ,0:26                ,"207,7%              ",,,,,44,54.0,26.0,207.7
,,10:16               ,11:19               ,F,1:02                ,220083,"1,02 I  NACH 50 KM NACHZIEHEN LASSEN",0:30                ,0:30                ,0:26                ,"115,4%              ",,,,,62,30.0,26.0,115.4
,,11:19               ,12:53               ,F,0:50                ,39069,"1,01 I  107 Punkte Check Verbrenner/ PHEV",0:30                ,0:30                ,0:22                ,"136,4%              ",,,,,50,30.0,22.0,136.4
,,12:54               ,13:17               ,F,0:23                ,39045,"1,01 I  107 Punkte Check Verbrenner/ PHEV",0:30                ,0:30                ,0:19                ,"157,9%              ",,,,,23,30.0,19.0,157.9
,,13:17               ,13:51               ,F,0:34                ,39048,"1,06 G  INSTANDSETZUNG VERSCHIEDENES _",0:24                ,0:24                ,2:50                ,"14,1%               ",5:11                ,5:06                ,AP,,34,24.0,170.0,14.1
,,13:51               ,14:56               ,F,1:05                ,38120,"1,01 W  Vormontage 4 Räder",0:54                ,0:54                ,0:39                ,"138,5%              ",,,,,65,54.0,39.0,138.5
,,15:26               ,16:08               ,F,0:42                ,37783,"1,04 W  Inspektion, Zeitpunkt nach 6 Jahren o.SW",1:00                ,1:00                ,0:32                ,"187,5%              ",,,,,42,60.0,32.0,187.5
,,16:08               ,16:30               ,F,0:23                ,220203,"1,01 I  100 Punkte Check Hyundai",0:30                ,0:30                ,0:23                ,"130,4%              ",,,,,23,30.0,23.0,130.4
,,08:08               ,09:17               ,F,1:09                ,219407,"1,01 W  Inspektion nach 90.000 km",1:36                ,1:36                ,1:05                ,"147,7%              ",,,,,69,96.0,65.0,147.7
,,09:17               ,09:53               ,F,0:35                ,220005,"1,04 G  BDC- und SCU-Update",0:48                ,0:48                ,0:35                ,"137,1%              ",1:49                ,1:44                ,,,35,48.0,35.0,137.1
,,10:06               ,10:55               ,F,0:49                ,38958,"1,01 W  SYSTEMATISCHE WARTUNGSARBEITEN",1:00                ,1:00                ,0:41                ,"146,3%              ",,,,,49,60.0,41.0,146.3
,,10:55               ,11:55               ,F,1:00                ,220194,"1,03 W  2.Inspektion",1:42                ,1:42                ,1:00                ,"170,0%              ",3:51                ,3:32                ,,,60,102.0,60.0,170.0
,,07:44               ,08:06               ,F,0:21                ,300014,"5,01 I  E-TAC-ANFRAGEN",--                  ,,,,0:21                ,0:21                ,,,21,0.0,0.0,0.0
,,08:07               ,08:57               ,F,0:51                ,313459,"1,06 W  Diagnosezeit",0:48                ,0:36                ,0:51                ,"70,6%               ",1:13                ,1:12                ,,,51,48.0,51.0,70.6
,,08:58               ,09:18               ,F,0:20                ,31,"1,02 I  Diagnosefahrt",--                  ,,,,1:34                ,1:32                ,,,20,0.0,0.0,0.0
,,09:18               ,10:28               ,F,1:09                ,313369,"1,04 W  Motoröl und Ölfilter wechseln",0:24                ,0:11                ,0:11                ,"100,0%              ",,,,,69,24.0,11.0,100.0
,,10:28               ,11:36               ,F,1:08                ,300014,"5,01 I  E-TAC-ANFRAGEN",--                  ,,,,3:52                ,3:50                ,,,68,0.0,0.0,0.0
,,11:36               ,13:27               ,F,1:06                ,313248,"1,02 W  5. SYSTEMATISCHE WARTUNGSARBEITEN",1:00                ,1:00                ,0:54                ,"111,1%              ",,,,,66,60.0,54.0,111.1
,,13:28               ,14:05               ,F,0:38                ,313394,"1,01 W  Schlüssel programmieren",0:30                ,0:30                ,0:32                ,"93,8%               ",,,,,38,30.0,32.0,93.8
,,14:06               ,14:23               ,F,0:17                ,300014,"5,01 I  E-TAC-ANFRAGEN",--                  ,,,,5:54                ,5:50                ,AP,,17,0.0,0.0,0.0
,,14:23               ,15:49               ,F,1:26                ,313369,"1,04 W  Motoröl und Ölfilter wechseln",0:24                ,0:13                ,0:13                ,"100,0%              ",,,,,86,24.0,13.0,100.0
,,15:49               ,16:14               ,F,0:25                ,313459,"1,06 W  Diagnosezeit",0:48                ,0:12                ,0:17                ,"70,6%               ",,,,,25,48.0,17.0,70.6
,,08:01               ,08:14               ,F,0:13                ,38495,"1,03 W  Diagnoseblatt erforderlich",0:12                ,0:12                ,0:13                ,"92,3%               ",0:14                ,0:13                ,,,13,12.0,13.0,92.3
,,08:14               ,08:37               ,F,0:23                ,38492,"1,03 I  FEHLERSUCHE DIAGNOSE - 15",1:00                ,0:21                ,0:23                ,"91,3%               ",0:36                ,0:36                ,,,23,60.0,23.0,91.3
,,08:38               ,09:06               ,F,0:28                ,39022,"1,06 W  Emissionsreduzierung",1:18                ,0:29                ,0:28                ,"103,6%              ",1:05                ,1:04                ,,,28,78.0,28.0,103.6
,,09:06               ,09:31               ,F,0:24                ,38133,"1,06 G  EINGRIFF PRAEVENTIVMASSNAHME 1 AM",0:18                ,0:18                ,2:00                ,"15,0%               ",1:30                ,1:29                ,,,24,18.0,120.0,15.0
,,09:31               ,09:50               ,F,0:20                ,39022,"1,06 W  Emissionsreduzierung",1:18                ,0:21                ,0:20                ,"105,0%              ",1:49                ,1:48                ,,,20,78.0,20.0,105.0
