Kontonr EIGEN;Kontobezeichnung (rein informativ!) EIGEN;Kontonr ALTERNATIV;Kontobezeichnung ALTERNATIV;
790251;NW EW Saab 9.7 SuV stfr;-;-;
790252;NW EW Saab 9.7 SuV stfr;-;-;
790291;EW NW HHR steuerfr;-;-;
790292;EW NW HHR steuerfr;-;-;
790301;NW EW Matiz stfr;-;-;
790302;NW EW Matiz stfr;-;-;
790311;NW EW Kalos stfr;-;-;
790312;NW EW Kalos stfr;-;-;
790321;NW EW Lacetti stfr;-;-;
790322;NW EW Lacetti stfr;-;-;
790331;NW EW Nubira stfr;-;-;
790332;NW EW Nubira stfr;-;-;
790341;NW EW Cruze stfr;-;-;
790342;NW EW Cruze stfr;-;-;
790351;NW EW Rezzo stfr;-;-;
790352;NW EW Rezzo stfr;-;-;
790361;NW EW Evanda stfr;-;-;
790362;NW EW Evanda stfr;-;-;
790371;NW EW Aveo stfr;-;-;
790372;NW EW Aveo stfr;-;-;
790381;NW EW Captiva stfr;-;-;
790382;NW EW Captiva stfr;-;-;
790391;NW EW Epica;-;-;
790392;NW EW Epica;-;-;
790501;VFW EW Opel;-;-;
790502;VFW EW Opel;-;-;
790511;VFW EW Saab;-;-;
790512;VFW EW Saab;-;-;
790521;VFW EW Chevrolet;-;-;
790522;VFW EW Chevrolet;-;-;
791001;EW GW stfr;-;-;
791002;EW GW stfr;-;-;
792001;EW OTZ stfr;-;-;
792002;EW OTZ stfr;-;-;
793001;EW ATZ stfr;-;-;
793002;EW ATZ stfr;-;-;
793101;CTZ stfr;-;-;
793102;CTZ stfr;-;-;
793201;EW Reifen stfr;-;-;
793202;EW Reifen stfr;-;-;
793501;EW Öle stfr;-;-;
793502;EW Öle stfr;-;-;
794001;EW Lohnerlöse Mechanik stfr;-;-;
794002;EW Lohnerlöse Mechanik stfr;-;-;
794101;EW Lohnerlöse Karosserie stfr;-;-;
794102;EW Lohnerlöse Karosserie stfr;-;-;
794501;EW Fremdleistung stfr;-;-;
794502;EW Fremdleistung stfr;-;-;
795001;EW Lohnerlöse Lackiererei stfr;-;-;
795002;EW Lohnerlöse Lackiererei stfr;-;-;
799991;Summe Einsatzwerte;-;-;
799992;Summe Einsatzwerte;-;-;
800001;Erlöse;-;-;
800002;Erlöse;-;-;
810001;NW VE Agila an Kunden Kauf;-;-;
810002;NW VE Agila an Kunden Kauf;-;-;
810011;NW VE Agila an Kunden Leasing;-;-;
810012;NW VE Agila an Kunden Leasing;-;-;
810021;NW VE Agila an Gewkd Kauf;-;-;
810022;NW VE Agila an Gewkd Kauf;-;-;
810031;NW VE Agila an Gewkd Leas;-;-;
810032;NW VE Agila an Gewkd Leas;-;-;
810041;NW VE Agila an Großkd Kauf;-;-;
810042;NW VE Agila an Großkd Kauf;-;-;
810051;NW VE Agila an Großkd Leas;-;-;
810052;NW VE Agila an Großkd Leas;-;-;
810061;NW VE Agila an Vermitt Kauf;-;-;
810062;NW VE Agila an Vermitt Kauf;-;-;
810071;NW VE Agila an Vermitt Leas;-;-;
810072;NW VE Agila an Vermitt Leas;-;-;
810101;NW VE Corsa an Kunden Kauf;-;-;
810102;NW VE Corsa an Kunden Kauf;-;-;
810111;NW VE Corsa an Kd Leas;-;-;
810112;NW VE Corsa an Kd Leas;-;-;
810121;NW VE Corsa an Gewkd Kauf;-;-;
810122;NW VE Corsa an Gewkd Kauf;-;-;
810131;NW VE Corsa an Gewkd Leas;-;-;
810132;NW VE Corsa an Gewkd Leas;-;-;
810141;NW VE Corsa an Großkd Kauf;-;-;
810142;NW VE Corsa an Großkd Kauf;-;-;
810151;NW VE Corsa an Großkd Leas;-;-;
810152;NW VE Corsa an Großkd Leas;-;-;
810161;NW VE Corsa an Vermitt Kauf;-;-;
810162;NW VE Corsa an Vermitt Kauf;-;-;
810171;NW VE Corsa an Vermitt Leas;-;-;
810172;NW VE Corsa an Vermitt Leas;-;-;
810201;NW VE Karl an Kunden Kauf;-;-;
810202;NW VE Karl an Kunden Kauf;-;-;
810211;NW VE Karl an Kunden Leas;-;-;
810212;NW VE Karl an Kunden Leas;-;-;
810221;NW VE Karl an Gewkd Kauf;-;-;
810222;NW VE Karl an Gewkd Kauf;-;-;
810231;NW VE Karl an Gewkd Leas;-;-;
810232;NW VE Karl an Gewkd Leas;-;-;
810241;NW VE Karl an Großkd Kauf;-;-;
810242;NW VE Karl an Großkd Kauf;-;-;
810251;NW VE Karl an Großkd Leas;-;-;
810252;NW VE Karl an Großkd Leas;-;-;
810261;NW VE Karl an Vermitt Kauf;-;-;
810262;NW VE Karl an Vermitt Kauf;-;-;
810271;NW VE Karl an Vermitt Leas;-;-;
810272;NW VE Karl an Vermitt Leas;-;-;
810301;NW VE Adam an Kd Kauf;-;-;
810302;NW VE Adam an Kd Kauf;-;-;
810311;NW VE Adam an Kd Leas;-;-;
810312;NW VE Adam an Kd Leas;-;-;
810321;NW VE Adam an Gewkd Kauf;-;-;
810322;NW VE Adam an Gewkd Kauf;-;-;
810331;NW VE Adam an Gewkd Leas;-;-;
810332;NW VE Adam an Gewkd Leas;-;-;
810341;NW VE Adam Großkd Kauf;-;-;
810342;NW VE Adam Großkd Kauf;-;-;
810351;NW VE Adam an Großkd Leas;-;-;
810352;NW VE Adam an Großkd Leas;-;-;
810361;NW VE Adam an Vermitt Kauf;-;-;
810362;NW VE Adam an Vermitt Kauf;-;-;
810371;NW VE Adam an Vermitt Leas;-;-;
810372;NW VE Adam an Vermitt Leas;-;-;
810401;NW VE Meriva an Kd Kauf;-;-;
810402;NW VE Meriva an Kd Kauf;-;-;
810411;NW VE Meriva an Kd Leas;-;-;
810412;NW VE Meriva an Kd Leas;-;-;
810421;NW VE Meriva an Gewkd Kauf;-;-;
810422;NW VE Meriva an Gewkd Kauf;-;-;
810431;NW VE Meriva an Gewkd Leas;-;-;
810432;NW VE Meriva an Gewkd Leas;-;-;
810441;NW VE Meriva an Großkd Kauf;-;-;
810442;NW VE Meriva an Großkd Kauf;-;-;
810451;NW VE Meriva an Großkd Leas;-;-;
810452;NW VE Meriva an Großkd Leas;-;-;
810461;NW VE Meriva an Vermitt Kauf;-;-;
810462;NW VE Meriva an Vermitt Kauf;-;-;
810471;NW VE Meriva an Vermitt Leas;-;-;
810472;NW VE Meriva an Vermitt Leas;-;-;
810501;NW VE Crossland X an Kund Kauf;-;-;
810502;NW VE Crossland X an Kund Kauf;-;-;
810511;NW VE Crossland X an Kund Leas;-;-;
810512;NW VE Crossland X an Kund Leas;-;-;
810521;NW VE Crossland X an Gewkd Kau;-;-;
810522;NW VE Crossland X an Gewkd Kau;-;-;
810531;NW VE Crossland X an Gewkd Lea;-;-;
810532;NW VE Crossland X an Gewkd Lea;-;-;
810541;NW VE Crossland X an Großkd Ka;-;-;
810542;NW VE Crossland X an Großkd Ka;-;-;
810551;NW VE Crossland X an Großkd Le;-;-;
810552;NW VE Crossland X an Großkd Le;-;-;
810561;NW VE Crossland X an Verm Kauf;-;-;
810562;NW VE Crossland X an Verm Kauf;-;-;
810571;NW VE Crossland X an Verm Leas;-;-;
810572;NW VE Crossland X an Verm Leas;-;-;
810601;NW VE Astra an Kunden Kauf;-;-;
810602;NW VE Astra an Kunden Kauf;-;-;
810611;NW VE Astra an Kd Leas;-;-;
810612;NW VE Astra an Kd Leas;-;-;
810621;NW VE Astra an Gewkd Kauf;-;-;
810622;NW VE Astra an Gewkd Kauf;-;-;
810631;NW VE Astra an Gewkd Leas;-;-;
810632;NW VE Astra an Gewkd Leas;-;-;
810641;NW VE Astra an Großkd Kauf;-;-;
810642;NW VE Astra an Großkd Kauf;-;-;
810651;NW VE Astra an Großkd Leas;-;-;
810652;NW VE Astra an Großkd Leas;-;-;
810661;NW VE Astra an Vermitt Kauf;-;-;
810662;NW VE Astra an Vermitt Kauf;-;-;
810671;NW VE Astra an Vermitt Leas;-;-;
810672;NW VE Astra an Vermitt Leas;-;-;
810701;NW VE Cascada an Kunden Kauf;-;-;
810702;NW VE Cascada an Kunden Kauf;-;-;
810711;NW VE Cascada an Kunden Leas;-;-;
810712;NW VE Cascada an Kunden Leas;-;-;
810721;NW VE Cascada an Gewkd Kauf;-;-;
810722;NW VE Cascada an Gewkd Kauf;-;-;
810731;NW VE Cascada an Gewkd Leas;-;-;
810732;NW VE Cascada an Gewkd Leas;-;-;
810741;NW VE Cascada an Großkd Kauf;-;-;
810742;NW VE Cascada an Großkd Kauf;-;-;
810751;NW VE Cascada an Großkd Leas;-;-;
810752;NW VE Cascada an Großkd Leas;-;-;
810761;NW VE Cascada an Vermitt Kauf;-;-;
810762;NW VE Cascada an Vermitt Kauf;-;-;
810771;NW VE Cascada an Vermitt Leas;-;-;
810772;NW VE Cascada an Vermitt Leas;-;-;
810801;NW VE Zafira an Kunden Kauf;-;-;
810802;NW VE Zafira an Kunden Kauf;-;-;
810811;NW VE Zafira an Kunden Leasing;-;-;
810812;NW VE Zafira an Kunden Leasing;-;-;
810821;NW VE Zafira an Gewkd Kauf;-;-;
810822;NW VE Zafira an Gewkd Kauf;-;-;
810831;NW VE Zafira an Gewkd Leas;-;-;
810832;NW VE Zafira an Gewkd Leas;-;-;
810841;NW VE Zafira an Großkd Kauf;-;-;
810842;NW VE Zafira an Großkd Kauf;-;-;
810851;NW VE Zafira an Großkd Leas;-;-;
810852;NW VE Zafira an Großkd Leas;-;-;
810861;NW VE Zafira an Vermitt Kauf;-;-;
810862;NW VE Zafira an Vermitt Kauf;-;-;
810871;NW VE Zafira an Vermitt Leas;-;-;
810872;NW VE Zafira an Vermitt Leas;-;-;
810901;NW VE Mokka an Kd Kauf;-;-;
810902;NW VE Mokka an Kd Kauf;-;-;
810911;NW VE Mokka an Kd Leas;-;-;
810912;NW VE Mokka an Kd Leas;-;-;
810921;NW VE Mokka an GewKd Kauf;-;-;
810922;NW VE Mokka an GewKd Kauf;-;-;
810931;NW VE Mokka an GewKd Leas;-;-;
810932;NW VE Mokka an GewKd Leas;-;-;
810941;NW VE Mokka an Großkd Kauf;-;-;
810942;NW VE Mokka an Großkd Kauf;-;-;
810951;NW VE Mokka an Großkd Leas;-;-;
810952;NW VE Mokka an Großkd Leas;-;-;
810961;NW VE Mokka an Vermitt Kauf;-;-;
810962;NW VE Mokka an Vermitt Kauf;-;-;
810971;NW VE Mokka an Vermitt Leas;-;-;
810972;NW VE Mokka an Vermitt Leas;-;-;
811001;NW VE Ampera e an Kd Kauf;-;-;
811002;NW VE Ampera e an Kd Kauf;-;-;
811011;NW VE Ampera e an Kd Leas;-;-;
811012;NW VE Ampera e an Kd Leas;-;-;
811021;NW VE Ampera e an Gewdkd Kauf;-;-;
811022;NW VE Ampera e an Gewdkd Kauf;-;-;
811031;NW VE Ampera e Gewkd. Leas;-;-;
811032;NW VE Ampera e Gewkd. Leas;-;-;
811041;NW VE Ampera e an Großkd Kauf;-;-;
811042;NW VE Ampera e an Großkd Kauf;-;-;
811051;NW VE Ampera e an Großkd Leas;-;-;
811052;NW VE Ampera e an Großkd Leas;-;-;
811061;NW VE Ampera e an Vermitt Kauf;-;-;
811062;NW VE Ampera e an Vermitt Kauf;-;-;
811071;NW VE Ampera e an Vermitt Leas;-;-;
811072;NW VE Ampera e an Vermitt Leas;-;-;
811101;NW VE Insignial an Kd Kauf;-;-;
811102;NW VE Insignial an Kd Kauf;-;-;
811111;NW VE Insignia an Kd Leas;-;-;
811112;NW VE Insignia an Kd Leas;-;-;
811121;NW VE Insignia an Gewkd Kauf;-;-;
811122;NW VE Insignia an Gewkd Kauf;-;-;
811131;NW VE Insignia an Gewkd Leas;-;-;
811132;NW VE Insignia an Gewkd Leas;-;-;
811141;NW VE Insignia an Großkd Kauf;-;-;
811142;NW VE Insignia an Großkd Kauf;-;-;
811151;NW VE Insignia an Großkd Leas;-;-;
811152;NW VE Insignia an Großkd Leas;-;-;
811161;NW VE Insignia an Vermitt Kauf;-;-;
811162;NW VE Insignia an Vermitt Kauf;-;-;
811171;NW VE Insignia an Vermitt Leas;-;-;
811172;NW VE Insignia an Vermitt Leas;-;-;
811201;NW VE Frontera an Kd Kauf;-;-;
811202;NW VE Frontera an Kd Kauf;-;-;
811211;NW VE Frontera an Kd Leas;-;-;
811212;NW VE Frontera an Kd Leas;-;-;
811221;NW VE Frontera an Gewkd Kauf;-;-;
811222;NW VE Frontera an Gewkd Kauf;-;-;
811231;NW VE Frontera an Gewkd Leas;-;-;
811232;NW VE Frontera an Gewkd Leas;-;-;
811241;NW VE Frontera an Großkd Kauf;-;-;
811242;NW VE Frontera an Großkd Kauf;-;-;
811251;NW VE Frontera an Großkd Leas;-;-;
811252;NW VE Frontera an Großkd Leas;-;-;
811261;NW VE Frontera an Vermitt Kauf;-;-;
811262;NW VE Frontera an Vermitt Kauf;-;-;
811271;NW VE Frontera an Vermitt Leas;-;-;
811272;NW VE Frontera an Vermitt Leas;-;-;
811301;NW VE GT an Kd Kauf;-;-;
811302;NW VE GT an Kd Kauf;-;-;
811311;NW VE GT an Kd Leas;-;-;
811312;NW VE GT an Kd Leas;-;-;
811321;NW VE GT an Gewkd Kauf;-;-;
811322;NW VE GT an Gewkd Kauf;-;-;
811331;NW VE GT an Gewkd Leas;-;-;
811332;NW VE GT an Gewkd Leas;-;-;
811341;NW VE GT an Großkd Kauf;-;-;
811342;NW VE GT an Großkd Kauf;-;-;
811351;NW VE GT an Großkd Leas;-;-;
811352;NW VE GT an Großkd Leas;-;-;
811361;NW VE GT a Vermitt Kauf;-;-;
811362;NW VE GT a Vermitt Kauf;-;-;
811371;NW VE GT a Vermitt Leas;-;-;
811372;NW VE GT a Vermitt Leas;-;-;
811401;NW VE US-Fzg an Kd Kauf;-;-;
811402;NW VE US-Fzg an Kd Kauf;-;-;
811411;NW VE US-Fzg an Kd Leas;-;-;
811412;NW VE US-Fzg an Kd Leas;-;-;
811421;NW VE US-Fzg an Gewkd Kauf;-;-;
811422;NW VE US-Fzg an Gewkd Kauf;-;-;
811431;NW VE US-Fzg an Gewkd Leas;-;-;
811432;NW VE US-Fzg an Gewkd Leas;-;-;
811441;NW VE US-Fzg an Großkd Kauf;-;-;
811442;NW VE US-Fzg an Großkd Kauf;-;-;
811451;NW VE US-Fzg an Großkd Leas;-;-;
811452;NW VE US-Fzg an Großkd Leas;-;-;
811461;NW VE US-Fzg an Vermitt Kauf;-;-;
811462;NW VE US-Fzg an Vermitt Kauf;-;-;
811471;NW VE US-Fzg an Vermitt Leas;-;-;
811472;NW VE US-Fzg an Vermitt Leas;-;-;
811501;NW VE sonst GM Fzg an Kd Kauf;-;-;
811502;NW VE sonst GM Fzg an Kd Kauf;-;-;
811511;NW VE sonst GM Fzg an Kd Leas;-;-;
811512;NW VE sonst GM Fzg an Kd Leas;-;-;
811521;NW VE sonst GM Fzg a Gewkd K;-;-;
811522;NW VE sonst GM Fzg a Gewkd K;-;-;
811531;NW VE sonst GM Fzg an Gewkd L;-;-;
811532;NW VE sonst GM Fzg an Gewkd L;-;-;
811541;NW VE sonst GM Fzg an Großkd K;-;-;
811542;NW VE sonst GM Fzg an Großkd K;-;-;
811551;NW VE sonst GM Fzg an Großkd L;-;-;
811552;NW VE sonst GM Fzg an Großkd L;-;-;
811561;NW VE sonst GM Fzg a Vermitt K;-;-;
811562;NW VE sonst GM Fzg a Vermitt K;-;-;
811571;NW VE sonst GM Fzg a Vermitt L;-;-;
811572;NW VE sonst GM Fzg a Vermitt L;-;-;
811601;NW VE Corsa Van an Kd Kauf;-;-;
811602;NW VE Corsa Van an Kd Kauf;-;-;
811611;NW VE Corsa Van an Kd Leas;-;-;
811612;NW VE Corsa Van an Kd Leas;-;-;
811621;NW VE Corsa Van an Gewkd Kauf;-;-;
811622;NW VE Corsa Van an Gewkd Kauf;-;-;
811631;NW VE Corsa Van an Gewkd Leas;-;-;
811632;NW VE Corsa Van an Gewkd Leas;-;-;
811641;NW VE Corsa Van an Großkd Kauf;-;-;
811642;NW VE Corsa Van an Großkd Kauf;-;-;
811651;NW VE Corsa Van an Großkd Leas;-;-;
811652;NW VE Corsa Van an Großkd Leas;-;-;
811661;NW VE Corsa Van a Vermitt Kauf;-;-;
811662;NW VE Corsa Van a Vermitt Kauf;-;-;
811671;NW VE Corsa Van a Vermitt Leas;-;-;
811672;NW VE Corsa Van a Vermitt Leas;-;-;
811701;NW VE Combo Van an Kd Kauf;-;-;
811702;NW VE Combo Van an Kd Kauf;-;-;
811711;NW VE Combo Van an Kd Leas;-;-;
811712;NW VE Combo Van an Kd Leas;-;-;
811721;NW VE Combo Van an Gewkd Kauf;-;-;
811722;NW VE Combo Van an Gewkd Kauf;-;-;
811731;NW VE Combo Van an Gewkd Leas;-;-;
811732;NW VE Combo Van an Gewkd Leas;-;-;
811741;NW VE Combo Van an Großkd Kauf;-;-;
811742;NW VE Combo Van an Großkd Kauf;-;-;
811751;NW VE Combo Van an Großkd Leas;-;-;
811752;NW VE Combo Van an Großkd Leas;-;-;
811761;NW VE Combo Van a Vermitt Kauf;-;-;
811762;NW VE Combo Van a Vermitt Kauf;-;-;
811771;NW VE Combo Van a Vermitt Leas;-;-;
811772;NW VE Combo Van a Vermitt Leas;-;-;
811801;NW VE Astra Van an Kd Kauf;-;-;
811802;NW VE Astra Van an Kd Kauf;-;-;
811811;NW VE Astra Van an Kd Leas;-;-;
811812;NW VE Astra Van an Kd Leas;-;-;
811821;NW VE Astra Van an Gewkd Kauf;-;-;
811822;NW VE Astra Van an Gewkd Kauf;-;-;
811831;NW VE Astra Van an Gewkd Leas;-;-;
811832;NW VE Astra Van an Gewkd Leas;-;-;
811841;NW VE Astra Van an Großkd Kauf;-;-;
811842;NW VE Astra Van an Großkd Kauf;-;-;
811851;NW VE Astra Van an Großkd Leas;-;-;
811852;NW VE Astra Van an Großkd Leas;-;-;
811861;NW VE Astra Van a Vermitt Kauf;-;-;
811862;NW VE Astra Van a Vermitt Kauf;-;-;
811871;NW VE Astra Van a Vermitt Leas;-;-;
811872;NW VE Astra Van a Vermitt Leas;-;-;
811901;NW VE Grandland X KD Kauf;-;-;
811902;NW VE Grandland X KD Kauf;-;-;
811911;NW VE Grandland X Kd Leas;-;-;
811912;NW VE Grandland X Kd Leas;-;-;
811921;NW VE Grandland X Gewkd Kauf;-;-;
811922;NW VE Grandland X Gewkd Kauf;-;-;
811931;NW VE Grandland X Gewkd Leas;-;-;
811932;NW VE Grandland X Gewkd Leas;-;-;
811941;NW VE Grandland X Großkd Kauf;-;-;
811942;NW VE Grandland X Großkd Kauf;-;-;
811951;NW VE Grandland X Großkd Leas;-;-;
811952;NW VE Grandland X Großkd Leas;-;-;
811961;NW VE Grandland X Vermitt Kauf;-;-;
811962;NW VE Grandland X Vermitt Kauf;-;-;
811971;NW VE Grandland X Vermitt Leas;-;-;
811972;NW VE Grandland X Vermitt Leas;-;-;
812001;NW VE Vivaro an Kd Kauf;-;-;
812002;NW VE Vivaro an Kd Kauf;-;-;
812011;NW VE Vivaro an Kd Leas;-;-;
812012;NW VE Vivaro an Kd Leas;-;-;
812021;NW VE Vivaro an Gewkd Kauf;-;-;
812022;NW VE Vivaro an Gewkd Kauf;-;-;
812031;NW VE Vivaro an Gewkd Leas;-;-;
812032;NW VE Vivaro an Gewkd Leas;-;-;
812041;NW VE Vivaro an Großkd Kauf;-;-;
812042;NW VE Vivaro an Großkd Kauf;-;-;
812051;NW VE Vivaro an Großkd Leas;-;-;
812052;NW VE Vivaro an Großkd Leas;-;-;
812061;NW VE Vivaro an Vermitt Kauf;-;-;
812062;NW VE Vivaro an Vermitt Kauf;-;-;
812071;NW VE Vivaro an Vermitt Leas;-;-;
812072;NW VE Vivaro an Vermitt Leas;-;-;
812101;NW VE Movano an Kd Kauf;-;-;
812102;NW VE Movano an Kd Kauf;-;-;
812111;NW VE Movano an Kd Leas;-;-;
812112;NW VE Movano an Kd Leas;-;-;
812121;NW VE Movano an Gewkd Kauf;-;-;
812122;NW VE Movano an Gewkd Kauf;-;-;
812131;NW VE Movano an Gewkd Leas;-;-;
812132;NW VE Movano an Gewkd Leas;-;-;
812141;NW VE Movano an Großkd Kauf;-;-;
812142;NW VE Movano an Großkd Kauf;-;-;
812151;NW VE Movano an Großkd Leas;-;-;
812152;NW VE Movano an Großkd Leas;-;-;
812161;NW VE Movano an Vermitt Kauf;-;-;
812162;NW VE Movano an Vermitt Kauf;-;-;
812171;NW VE Movano an Vermitt Leas;-;-;
812172;NW VE Movano an Vermitt Leas;-;-;
812201;NW VE Crosscamp an KD Kauf;-;-;
812202;NW VE Crosscamp an KD Kauf;-;-;
812211;NW VE Crosscamp an KD Leasing;-;-;
812212;NW VE Crosscamp an KD Leasing;-;-;
812221;NW VE Crosscamp GewKD Kauf;-;-;
812222;NW VE Crosscamp GewKD Kauf;-;-;
812231;NW VE Crosscamp GewKD Leasing;-;-;
812232;NW VE Crosscamp GewKD Leasing;-;-;
812241;NW VE Crosscamp GroßKD Kauf;-;-;
812242;NW VE Crosscamp GroßKD Kauf;-;-;
812251;NW VE Crosscamp GroßKD Leasing;-;-;
812252;NW VE Crosscamp GroßKD Leasing;-;-;
812261;NW VE Crosscamp Verm Kauf;-;-;
812262;NW VE Crosscamp Verm Kauf;-;-;
812271;NW VE Crosscamp Verm Leasing;-;-;
812272;NW VE Crosscamp Verm Leasing;-;-;
812301;NW VE Astra TwinTop Kd Kauf;-;-;
812302;NW VE Astra TwinTop Kd Kauf;-;-;
812311;NW VE Astra TwinTop Kd Leas;-;-;
812312;NW VE Astra TwinTop Kd Leas;-;-;
812321;NW VE Astra TwinTop Gewbk Kauf;-;-;
812322;NW VE Astra TwinTop Gewbk Kauf;-;-;
812331;NW VE Astra TwinTop Gewbk Leas;-;-;
812332;NW VE Astra TwinTop Gewbk Leas;-;-;
812341;NW VE Astra TwinTop Großkd K;-;-;
812342;NW VE Astra TwinTop Großkd K;-;-;
812351;NW VE Astra TwinTop Großkd L;-;-;
812352;NW VE Astra TwinTop Großkd L;-;-;
812361;NW VE Astra TwinTop Vermitt K;-;-;
812362;NW VE Astra TwinTop Vermitt K;-;-;
812371;NW VE Astra TwinTop Vermitt L;-;-;
812372;NW VE Astra TwinTop Vermitt L;-;-;
813001;NW VE Leapmotor C10 Kd Kauf;-;-;
813002;NW VE Leapmotor C10 Kd Kauf;-;-;
813011;NW VE Leapmotor C10 Kd Leas;-;-;
813012;NW VE Leapmotor C10 Kd Leas;-;-;
813021;NW VE Leapmotor C10 Gewkd Kauf;-;-;
813022;NW VE Leapmotor C10 Gewkd Kauf;-;-;
813031;NW VE Leapmotor C10 Gewkd Leas;-;-;
813032;NW VE Leapmotor C10 Gewkd Leas;-;-;
813041;NW VE Leapmotor C10 Großkd Kauf;-;-;
813042;NW VE Leapmotor C10 Großkd Kauf;-;-;
813051;NW VE Leapmotor C10 Großkd Leas;-;-;
813052;NW VE Leapmotor C10 Großkd Leas;-;-;
813061;NW VE Leapmotor C10 VermittKauf;-;-;
813062;NW VE Leapmotor C10 VermittKauf;-;-;
813071;NW VE Leapmotor C10 VermittLeas;-;-;
813072;NW VE Leapmotor C10 VermittLeas;-;-;
813101;NW VE Leapmotor T03 an Kd Kauf;-;-;
813102;NW VE Leapmotor T03 an Kd Kauf;-;-;
813111;NW VE Leapmotor T03 an Kd Leas;-;-;
813112;NW VE Leapmotor T03 an Kd Leas;-;-;
813121;NW VE Leapmotor T03 an Gewkd K;-;-;
813122;NW VE Leapmotor T03 an Gewkd K;-;-;
813131;NW VE Leapmotor T03 an Gewkd L;-;-;
813132;NW VE Leapmotor T03 an Gewkd L;-;-;
813141;NW VE Leapmotor T03 an Großkd K;-;-;
813142;NW VE Leapmotor T03 an Großkd K;-;-;
813151;NW VE Leapmotor T03 an Großkd L;-;-;
813152;NW VE Leapmotor T03 an Großkd L;-;-;
813161;NW VE Leapmotor T03 a Vermitt K;-;-;
813162;NW VE Leapmotor T03 a Vermitt K;-;-;
813171;NW VE Leapmotor T03 a Vermitt L;-;-;
813172;NW VE Leapmotor T03 a Vermitt L;-;-;
813201;NW VE Leapmotor B10 an Kd Kauf;-;-;
813202;NW VE Leapmotor B10 an Kd Kauf;-;-;
813211;NW VE Leapmotor B10 an Kd Leas;-;-;
813212;NW VE Leapmotor B10 an Kd Leas;-;-;
813221;NW VE Leapmotor B10 an Gewkd K;-;-;
813222;NW VE Leapmotor B10 an Gewkd K;-;-;
813231;NW VE Leapmotor B10 an Gewkd L;-;-;
813232;NW VE Leapmotor B10 an Gewkd L;-;-;
813241;NW VE Leapmotor B10 a Großkd K;-;-;
813242;NW VE Leapmotor B10 a Großkd K;-;-;
813251;NW VE Leapmotor B10 a Großkd L;-;-;
813252;NW VE Leapmotor B10 a Großkd L;-;-;
813261;NW VE Leapmotor B10 a Vermit K;-;-;
813262;NW VE Leapmotor B10 a Vermit K;-;-;
813271;NW VE Leapmotor B10 a Vermit L;-;-;
813272;NW VE Leapmotor B10 a Vermit L;-;-;
813301;NW VE Saab 9.5 Kombi an Kd K;-;-;
813302;NW VE Saab 9.5 Kombi an Kd K;-;-;
813311;NW VE Saab 9.5 Kombi an Kd L;-;-;
813312;NW VE Saab 9.5 Kombi an Kd L;-;-;
813321;NW VE Saab 9.5 Kombi Gewkd K;-;-;
813322;NW VE Saab 9.5 Kombi Gewkd K;-;-;
813331;NW VE Saab 9.5 Kombi Gewkd L;-;-;
813332;NW VE Saab 9.5 Kombi Gewkd L;-;-;
813341;NW VE Saab 9.5 Kombi Großkd K;-;-;
813342;NW VE Saab 9.5 Kombi Großkd K;-;-;
813351;NW VE Saab 9.5 Kombi Großkd L;-;-;
813352;NW VE Saab 9.5 Kombi Großkd L;-;-;
813361;NW VE Saab 9.5 Kombi Vermitt K;-;-;
813362;NW VE Saab 9.5 Kombi Vermitt K;-;-;
813371;NW VE Saab 9.5 Kombi Vermitt L;-;-;
813372;NW VE Saab 9.5 Kombi Vermitt L;-;-;
813401;NW VE Saab 9.3 Kombi Kd Kauf;-;-;
813402;NW VE Saab 9.3 Kombi Kd Kauf;-;-;
813411;NW VE Saab 9.3 Kombi Kd Leas;-;-;
813412;NW VE Saab 9.3 Kombi Kd Leas;-;-;
813421;NW VE Saab 9.3 Kombi Gewkd K;-;-;
813422;NW VE Saab 9.3 Kombi Gewkd K;-;-;
813431;NW VE Saab 9.3 Kombi Gewkd L;-;-;
813432;NW VE Saab 9.3 Kombi Gewkd L;-;-;
813441;NW VE Saab 9.3 Kombi Großkd K;-;-;
813442;NW VE Saab 9.3 Kombi Großkd K;-;-;
813451;NW VE Saab 9.3 Kombi Großkd L;-;-;
813452;NW VE Saab 9.3 Kombi Großkd L;-;-;
813461;NW VE Saab 9.3 Kombi Vermitt K;-;-;
813462;NW VE Saab 9.3 Kombi Vermitt K;-;-;
813471;NW VE Saab 9.3 Kombi Vermitt L;-;-;
813472;NW VE Saab 9.3 Kombi Vermitt L;-;-;
813501;NW VE Saab 9.7 SUV Kunden Kauf;-;-;
813502;NW VE Saab 9.7 SUV Kunden Kauf;-;-;
813511;NW VE Saab 9.7 SUV Kunden Leas;-;-;
813512;NW VE Saab 9.7 SUV Kunden Leas;-;-;
813521;NW VE Saab 9.7 SUV Gewkd Kauf;-;-;
813522;NW VE Saab 9.7 SUV Gewkd Kauf;-;-;
813531;NW VE Saab 9.7 SUV Gewkd Leas;-;-;
813532;NW VE Saab 9.7 SUV Gewkd Leas;-;-;
813541;NW VE Saab 9.7 SUV Großkd Kauf;-;-;
813542;NW VE Saab 9.7 SUV Großkd Kauf;-;-;
813551;NW VE Saab 9.7 SUV Großkd Leas;-;-;
813552;NW VE Saab 9.7 SUV Großkd Leas;-;-;
813561;NW VE Saab 9.7 SUV Vermit Kauf;-;-;
813562;NW VE Saab 9.7 SUV Vermit Kauf;-;-;
